input_text	target_text
water chute	워터슈트
Claudville	클라우드빌
Exe	엑스
La Fontaine	라 폰틴
Friendly	프렌들리
signal music	시그널뮤직
Malaysia	말레이시아
jockey	자키
heliograph	헬리오그래프
escrow barter	에스크로바터
St. Joseph	세인트 조셉
Flinders	플린더스
pluteus	플루테우스
Ypao Beach	이파오 비치
image training	이미지트레이닝
sampler	샘플러
sunglasses	선글라스
boundary	바운더리
Verona	베로나
Nichols Hills	니컬스힐스
mortgage	모기지
Bellingshausen Sea	벨링스하우젠 해
ND	엔디
Bontempelli	본템펠리
Currituck	커리턱
Grand Forks County	그랜드 포크스 카운티
James	제임스
Rancho Mission Viejo	란초 미션 비에조
Blossom Valley	블로섬 밸리
Port Union	포트 유니언
conical ball mill	코니컬볼밀
megatherium	메가테리움
computer vaccine	컴퓨터백신
aye-aye	아이아이
Grumiaux	그뤼미오
MeV	메브
Ocean Shores	오션 쇼어즈
Daniel	대니얼
Nethkin	네스킨
Tairov	타이로프
Rome	롬
Evergreen	에버그린
category	카테고리
traction tube	트랙션튜브
Lavaca	러배카
steak	스테이크
Hamlin	햄린
Jon	존
Noord-Holland	노르트홀란트 북홀란트
Lyndon	린던
Nicola Sanders	니컬라 샌더스
mace	메이스
Rockford	록퍼드
Oak Park	오크 파크
Corpus Christi	코퍼스크리스티
Harris County	해리스 카운티
Egon	에곤
Baton Rouge	배턴 루지
Crisp	크리스프
Pheba	피바
Wayne	웨인
feed	피드
marker beacon	마커비컨
West Miami	웨스트 마이애미
Montevideo	몬테비데오
Hutto	휴토
yard	야드
Sindbad	신드바드
Newton County	뉴턴 카운티
Sterling	스털링
Charlestown	찰스타운
Medfield	메드필드
Valdosta	발도스타
Princeville	프린스빌
East Peoria	이스트피오리아
oersted	에르스텟
Joel Milburn	조엘 밀번
Edmonton	에드먼턴
Clay County	클레이 카운티
wood plastic	우드플라스틱
Hills Ferry	힐스 페리
Lucas	루커스
Buffalo	버펄로
Grigg	그리그
delphinine	델피닌
Daniel	대니얼
Berkeley County	버클리 카운티
Marinette	매리넷
Platte City	플라트 시티
Skagit County	스카짓 카운티
sparteine	스파르테인
Phelps County	펠프스 카운티
Monica	모니카
quinhydrone	퀸히드론
Hammonton	해먼턴
Santa	산타
Greenland	그린랜드
prime time	프라임타임
Clausius	클라우지우스
Mount Sterling	마운트 스털링
homology	호몰로지
shaper	셰이퍼
Red Lake	레드레이크
Eufaula	유폴라
Romain Rolland	로맹 롤랑
Polonia	폴로니아
Longview	롱뷰
musk	머스크
Graeme	그레임
Northwest Arctic Borough	노스웨스트 아크틱 버러
Rutland	러틀랜드
Bingol	빈골
Boonville	분빌
screening	스크리닝
access	액세스
Cumpton	컴프턴
Sterling Heights	스털링하이츠
Brittany	브리트니
press center	프레스센터
Echo	에코
Franklin	프랭클린
Gestapo	게슈타보
Putnam County	퍼트넘 카운티
emulsion	이멀션
Brookside	브룩사이드
Osheroff	오셔로프
Winnebago	위너베이고
Madisonville	매디슨빌
Lincoln	링컨
Davis	데이비스
Mingo County	밍고 카운티
vinyl house	비닐하우스
Meany	미니
unicast	유니캐스트
channel	채널
Franklin Parish	프랭클린 패리시
Hall	홀
New Woodville	뉴 우드빌
Crispin Duenas	크리스핀 두에너스
DNA virus	디엔에이바이러스
Leto	레토
Leonardo da Vinci	레오나르도 다빈치
griseofulvin	그리세오풀빈
waltz	왈츠
Lake St. Louis	레이크 세인트 루이스
Palm Desert	팜 데저트
South Branch	사우스 브랜치
Allegheny	앨러게니
Joseph	조지프
yogurt	요구르트
auction	옥션
Garden City	가든시티
Carell	커렐
Spontini	스폰티니
Talladega	탤러디가
mandoline sleeve	만돌린 슬리브
Redwood	레드우드
Hopkins	홉킨스
Windsor chair	윈저체어
Townley	타운리
ECM	이시엠
Enoch	에녹
Sharon	샤론
Strasburg	스트래즈버그
starcraft	스타그래프트
Fulton County	풀턴 카운티
Caesarea	카이사레아
Seven Springs	세븐스프링스
Gallatin County	갤러틴 카운티
Symbol	심벌
Claremont	클레어몬트
Palmyra	팔미라
peptide	펩티드
Maple Springs	메이플 스프링스
advantage out	어드밴티지아웃
Servetus	세르베투스
Holland	홀랜드
Kingsland	킹스랜드
Mounds	마운즈
Pocahontas	포카혼타스
Mesquite	메스키트
Great Australia	그레이트오스트레일리아
process	프로세스
Wieland	빌란트
screw conveyer	스크루컨베이어
Shoreham	쇼어햄
Laclos	라클로
Millar	밀러
Swift	스위프트
Bartlett	바틀릿
tee shot	티샷
Huber Heights	후버 하이츠
Solon	솔론
Ponderosa Basin	폰데로사 베이신
Gwynedd	귀네드
French Village	프렌치 빌리지
Handler	핸들러
Stella	스텔라
bleomycin	블레오마이신
Prince Rupert	프린스 루퍼트
El Dorado	엘 더레이도
Beavercreek	비버크리크
workshop	워크샵
Tooele	투엘
Hext	헥스트
Philip M	필립
Chittenden	치헌던
fade-out	페이드아웃
commissioner	커미셔너
Jere	제레
Bear Grass	베어 그래스
Omega	오메가
Palm River	팜 리버
Toyahvale	토이아베일
gymkhana	짐카나
Rose Hill	로즈 힐
Alesia	알레시아
Ft. Green	포트 그린
Locust Grove	로커스트그로브
Heracleitos	헤라클레이토스
mobile care	모바일케어
Pippa	피파
Hobson	홉슨
Bingham	빙엄
Anderson	앤더슨
Lafayette County	라피엣 카운티
amateur	아마추어
fiber	파이버
Murdoch	머독
Dickey	디키
Seaton	시턴
wash-and-wear	워시앤드웨어
Jellico	젤리코
Kuznets cycle	쿠즈네츠사이클
Cove	코브
Venice Biennale	베니스비엔날레
tie score	타이스코어
Mitchell	미첼
performance fund	퍼포먼스펀드
Sterling County	스털링 카운티
Bourbon County	버번 카운티
Bond	본드
name	네임
A Bartlett	바틀릿
St. Mary's	세인트 메리스
Melstone	멜스톤
BBC	비비시
lawn ski	론스키
crosshead	크로스헤드
caffeine	카페인
snowblower	스노블로어
mandamus proceeding	맨데이머스프로시딩
Vittore	비토레
Stanley	스탠리빌
Springhill	스프링힐
Pulaski County	풀라스키 카운티
bungee jump	번지점프
Lafayette	라피엣
Samain	사맹
diaphragm pump	다이어프램 펌프
image processing	이미지프로세싱
Jumpertown	점퍼타운
Goshen	고션
Cumberland County	컴벌랜드 카운티
Woods County	우즈 카운티
Del Rio	델 리오
Lumber City	럼버시티
Jevons	제번스
original program	오리지널프로그램
Hayti	헤이티
Lock Springs	록스프링스
Portsmouth	포츠머스
Dhrystone	드라이스톤
gilding metal	길딩메탈
Pelosi	펠로시
DCS	디시에스
access arm	액세스암
Jungar	중가르
Lawrence	로런스
Aulne	올른
Timothy	티머시
Harvey	하비
clepsydra	클렙시드라
Menzel	멘첼
flat spin	플랫스핀
Tenney	테니
Marblehead	마블헤드
Greenwood County	그린우드 카운티
Handy	핸디
Gemmell	게멀
Madison	매디슨
ketene	케텐
vitamin B two	비타민 비 투
Braswell	브라즈웰
placebo	플라세보
WBC	더블유비시
Lee	리
Russell County	러셀 카운티
Pittsford	피츠포드
Kaysville	케이스빌
cut film	컷필름
two	투
Dracula	드라큘라
Mount Arlington	마운트알링턴
Grannis	그래니스
call	콜
Kershaw County	커쇼 카운티
Fillmore County	필모어 카운티
Mountain Island	마운틴 아일랜드
Instructor	인스트럭터
Burma Route	버마루트
KKK	케이케이케이
Cache	캐시
Coble	코블
clutch pedal	클러치페달
micromicrofarad	마이크로마이크로패럿
Roseville	로즈빌
Cracknell	크래크널
Warkworth	워크워스
Jamesville	제임스빌
A. S.	에이 에스
Midwest City	미드웨스트시티
Augusta	어거스타
Renville County	렌빌 카운티
Dayton	데이턴
docudrama	다큐드라마
Garrison	개리슨
thermoconcrete	서모콘크리트
Seehorn	시혼
Doe Run	도 런
Jules	쥘
Santoromito	샌터로미토
Tye	타이
Pontiac	폰티액
amylopectin	아밀로펙틴
bharal	바랄
Byron	바이런
Beloit	벨로잇
Lashko	래슈코
Wilkes County	윌크스 카운티
Oroville	오로빌
Rosine	로자인
Bridger	브리저
Virginia Eshelman	버지니아 에셜먼
Southville	사우스빌
body pack	보디팩
Henry County	헨리 카운티
through the green	스루더그린
Montesano	몬테사노
dexamethasone	덱사메타손
fan letter	팬레터
Madison	매디슨
Port Aransas	포트어랜서스
Egington	에깅턴
Candia	캔디아
Wheldon	웰던
White House	화이트하우스
Waiuku	와이우쿠
Maryborough	메리버러
Darien	데리언
IPI	아이피아이
Kuwait	쿠웨이트
Comenius	코메니우스
magnetite	마그네타이트
magic glass	매직글라스
Lewis	루이스
roller	롤러
du Maurier	듀 모리에
digital VTR	디지털브이티아르
commuter service	커뮤터서비스
moral hazord	모럴 해저드
Griffin	그리핀
Deakin	디킨
one-man show	원맨쇼
Boswell	보즈웰
Barguzin	바르구진
hanacard	하나카드
Hoonah	후나
Rodgers	로저스
Lovell	러벌
Binns Hall	빈스 홀
condition	컨디션
Ikes Fork	익스 포크
IQSY	아이큐에스와이
Carus	카루스
Locust	로커스트
madonna	마돈나
Conifer	코니퍼
Neil Kinnock	닐 키넉
Marionville	마리온빌
Fayette County	파이에트 카운티
Alna	앨너
Evanston	에반스턴
Waikato	와이카토
Daleville	데일빌
Hannibal	한니발
Mina	미나
Ding Dong	딩 동
Cady	캐디
Marshall	마셜
Paul	폴
Dammam	다맘
Shirinian	시리니언
DuBois	뒤부아
John Hutton	존 허턴
Rosebud	로즈버드
Fontanelle	폰타넬
Kokoschka	코코슈카
aphorism	아포리즘
Oulu	오울루
Bijelo Polje	비옐로폴레
Golden	골든
home shopping	홈쇼핑
line	라인
Grand Tower	그랜드 타워
Coast	코스트
Brookville	브룩빌
Ulaanbaatar	울란바타르
dynamic	다이내믹
RICK	릭
Bedford County	베드퍼드 카운티
Wood Dale	우드 데일
Formosa	포모사
Oskar	오스카어
Gustav Stresemann	구스타프 슈트레제만
Teasdale	티즈데일
Sukhumi	수후미
Berea	베리아
aminophylline	아미노필린
Bonneville	본빌
ethyne	에틴
Cook	쿡
City and Borough of Wrangell	랭겔
Chattahoochee Hills	채터후치 힐스
Naseby	네이즈비
magnesia clincer	마그네시아클링커
buy	바이
Aalborg	알보크
Rockford	록퍼드
Buncombe	벙컴
Twinsburg	트윈스버그
CPS	시피에스
big news	빅뉴스
JACOB	제이컵
partition	파티션
Kemble	켐블
Durban	더반
photon	포톤
Mommsen	몸젠
Greenleaf	그린리프
East Moss Point	이스트 모스 포인트
Bald Point	볼드 포인트
Oppert	오페르트
Wauchula	워출라
McKenzie	메켄지
Oretown	오리타운
Shavano Park	섀버노파크
participation oil	파티시페이션오일
Smith County	스미스 카운티
nano-computer	나노컴퓨터
Erskine	어스킨
Rath City	래스시티
soldier machine	솔저머신
Ate	아테
charge	차지
Alsop	앨솝
West Baton Rouge Parish	웨스트 배턴 루지 패리시
Cell relay	셀릴레이
McLean County	매클레인 카운티
Taylor Mill	테일러 밀
land	랜드
Radiometal	라디오메탈
Nathanael	나다나엘
Angelus	안젤루스
cysteine	시스테인
Hampshire	햄프셔
ice	아이스
polynucleotide	폴리뉴클레오티드
Gipsy	집시
Paris	패리스
Lawndale	론데일
Friendship	프랜드십
Sofia	소피아
Chappell	채펠
Nova Scotia	노바스코샤
Green City	그린 시티
still	스틸
ICA	아이시에이
Royal Society	로열소사이어티
Karen	캐런
scat	스캣
Barrow	배로우
lamp	램프
Trump	트럼프
Butler County	버틀러 카운티
methyl	메틸
Radum	레이덤
Smyth County	스미스 카운티
climograph	클라이모그래프
Cailletet	카유테
search-light	서치라이트
Andrews	앤드루스
McIntosh	매킨토시
solidstate	솔리드스테이트
McClain County	맥클레인 카운티
Melissa	멀리사
Protagoras	프로타고라스
Davisville	데이비스빌
Sweetser	스위처
half size camera	하프사이즈카메라
North Dakota	노스다코타
clipper	클리퍼
Isfahan	이스파한
Parshall	파셜
Asbury Park	애스버리 파크
Columbus	콜럼버스
Weil	베유
Canova	카노바
Crystal	크리스탈
Owosso	오워소
Brandon	브랜던
Hibernia	히버니아
Halifax	핼리팩스
Westfield	웨스트필드
John Muccio	존 무초
F. Sherwood	셔우드
West Brookfield	웨스트 브룩필드
spinor	스피너
Buckman	벅먼
Lake Worth	레이크워스
Wisconsin	위스콘신
KAPF	카프
Hartland	하틀랜드
Gowrie	가우리
Sonoma County	소노마 카운티
prosumer	프로슈머
Cramers	크레이머스
window	윈도우
Beaver	비버
Camp Dennison	캠프 데니슨
Bojador	보자도르
cutback	컷백
Means	민스
Hesston	헤스턴
blocking	블로킹
Oldsmar	올즈마
Faulkner	폴크너
Topeka	토피카
Dario Fo	다리오 포
Hobart	호바트
Ben	벤
Bell	벨
Carwardine	카워딘
Maupassant	모파상
Galena Knolls	갈레나 놀스
New Columbia	뉴 콜럼비아
William	윌리엄
go behind	고비하인드
Boyd	보이드
HERB	허브
tuck-in blouse	턱인블라우스
Phoenix	피닉스
Raymond	레이먼드
John	존
check protector	체크프로텍터
Marlow	말로우
Vigo	비고
Treynor	트레이너
Orme	옴
Garden Prairie	가든프레리
Bay City	베이시티
make	메이크
hydralazine	히드랄라진
Livingston	리빙스턴
Spitteler	슈피텔러
Photoshop	포토샵
Florida	플로리다
Goodhue	굿휴
Charles Pierre	샤를 피에르
mat	매트
Woodstock	우드스턱
Granet	그라네
Anderson	앤더슨
Horatius Flaccus	호라티우스
Charles City	찰스 시티
Jackson	잭슨
Indianapolis Colts	인디애나폴리스 콜츠
Pavillion	파빌리온
LANcard	랜카드
Joseph	조제프
Little	리틀
Pyrrhon	피론
Sunset Village	선셋빌리지
follow scene	폴로신
ECLA	이시엘에이
Port Nelson	포트넬슨
Doyle	도일
come	컴
Stilwell	스틸웰
Scranton	스그랜턴
McConnell	매코널
outsdie shoot	아웃사이드 슈트
Gulf	걸프
survey research	서베이리서치
Blackman	블랙먼
Okoboji	오코보지
Jacoby	제이코비
screen quota	스크린 쿼터
training camp	트레이닝캠프
social dumping	소셜덤핑
Grano	그레이노
regulation game	레귤레이션게임
Laconia	래코니아
Neenah	니나
Plainfield	플레인필드
Penelope	퍼넬러피
single bed	싱글베드
Jeff Davis County	제프 데이비스 카운티
Anacreon	아나크레온
Elgar	엘가
Richard E. Taylor	리처드 테일러
Redfield	레드필드
Holts Summit	홀츠서밋
Coloma	콜로마
Humberside	험버사이드
Berneux	베르뇌
Lowrys	로리스
Sarah	세라
Winnefeld	위너펠드
Friday Harbor	프라이데이 하버
Winter Park	윈터파크
Hoodville	후드빌
Kennebunk	케네벙크
Jefferson	제퍼슨
Pressel	프레슬
Muna Lee	무나 리
Perks	퍼크스
bulldozer tank	불도저탱크
gasogen	가소겐
Ventris	벤트리스
La Tosca	라토스카
Sanpete County	샌피트 카운티
Greg	그레그
Centerville	센터빌
Ockenden	오킨든
Newalla	뉴왈라
Mond gas	몬드가스
Plainfield	플레인필드
Marisa	머리사
Pleasant Hill	플레전트힐
Tipton	팁턴
Geismar	가이스마
Ector	엑터
Worthington	워딩턴
Dickert	디커트
American crawl	아메리칸크롤
Kristina	크리스티나
George Minot	조지 마이넛
Hesse	헤세
ECWAS	이시더블유에이에스
Garrison	개리슨
Haslet	헤이즐럿
Berne	번
irone	이론
Carnation	카네이션
Wagner	와그너
Nazareth	나사렛
Grant	그랜트
decaliter	데카리터
Allison	앨리슨
Griffis	그리피스
LRCS	엘아르시에스
multitasking	멀티태스킹
Barrow	배로
Shelby	셸비
Pierson	피어슨
Greene	그린
marathon	마라톤
Laguna Woods	라구나우즈
Congo coffee	콩고커피
Williamsport	윌리엄스포트
Homestead	홈스테드
Draper	드레이퍼
Sevierville	서비어빌
cyclotron	사이클로트론
Waterloo	워털루
Mascoutah	마스쿠타
Dame Ivy	데임 아이비
serenade	세레나데
sponge	스펀지
self	셀프
Paul Louis Toussaint	폴 루이 투생
Lavaca	라바카
Millville	밀빌
Ivydale	아이비데일
IGU	아이지유
Zadruga	자드루가
burnt sienna	번트시에나
Barling	발링
Blair	블레어
chopper	초퍼
gyro	자이로
Cholame	촐라메
McCartney	매카트니
Brownfield	브라운필드
Denver Broncos	덴버 브롱코스
real	리얼
Vernon	버넌
Pendergrass	펜더그래스
hair treatment	헤어트리트먼트
Orchomenos	오르코메노스
Indian Rocks Beach	인디언록스비치
Jefferson County	제퍼슨 카운티
Victoria	빅토리아
Scalise	스컬리스
La Salle Parish	라살 패리시
Seattle Seahawks	시애틀 시호크스
Aran	애런
UNESCO coupon	유네스코쿠폰
IAU	아이에이유
Winter Springs	윈터스프링스
Gloucester County	글로스터 카운티
New Era	뉴이라
Thais	타이스
Farmville	팜빌
Waterbury	워터베리
Oakmont	오크몬트
Winfall	윈폴
Hubertus	허버터스
interval timer	인터벌 타이머
camera chain	카메라체인
Howard	하워드
Lion	라이온
Hawkins	호킨스
Warren County	워런 카운티
Cumberland County	컴벌랜드 카운티
Jackson County	잭슨 카운티
Wolf Lake	울프 레이크
Electone	엘렉톤
KO	케이오
Manistee	매니스티
snoop dogg	스눕 독
Augier	오지에
salvia	샐비어
Oughtred	오트레드
Abington	애빙턴
Raonic	라오니치
Clay	클레이
Lawrence	로렌스
ethane	에탄
diary	다이어리
Fanning Springs	패닝스프링스
Kylie	카일리
Madison	매디슨
bowl	볼
Childress County	차일드리스 카운티
Cape Town	케이프타운
current news	커런트 뉴스
diamond bit	다이아몬드비트
UNDP	유엔디피
Yale	예일
