prefix	input_text	target_text
kor to eng	딜런	Dillon
eng to kor	bridge	브리지
kor to eng	브리지	bridge
eng to kor	Stevens	스티븐스
kor to eng	스티븐스	Stevens
eng to kor	anode	애노드
kor to eng	애노드	anode
eng to kor	Pine Mountain Valley	파인 마운틴 밸리
kor to eng	파인 마운틴 밸리	Pine Mountain Valley
eng to kor	Greenlee County	그린리 카운티
kor to eng	그린리 카운티	Greenlee County
eng to kor	girl	걸
kor to eng	걸	girl
eng to kor	relay	릴레이
kor to eng	릴레이	relay
eng to kor	Broadway	브로드웨이
kor to eng	브로드웨이	Broadway
eng to kor	Bolivar	볼리버
kor to eng	볼리버	Bolivar
eng to kor	Jones Chapel	존스채플
kor to eng	존스채플	Jones Chapel
eng to kor	sweet sultan	스위트술탄
kor to eng	스위트술탄	sweet sultan
eng to kor	Waterfall	워터폴
kor to eng	워터폴	Waterfall
eng to kor	kiloliter	킬로리터
kor to eng	킬로리터	kiloliter
eng to kor	Belle	벨
kor to eng	벨	Belle
eng to kor	Chancellor	챈슬러
kor to eng	챈슬러	Chancellor
eng to kor	stewardess	스튜어디스
kor to eng	스튜어디스	stewardess
eng to kor	Aleh	앨리
kor to eng	앨리	Aleh
eng to kor	Pulaski County	풀라스키 카운티
kor to eng	풀라스키 카운티	Pulaski County
eng to kor	cyborg	사이보그
kor to eng	사이보그	cyborg
eng to kor	core time	코어타임
kor to eng	코어타임	core time
eng to kor	pergola	퍼걸러
kor to eng	퍼걸러	pergola
eng to kor	Scammon Bay	스캐먼 베이
kor to eng	스캐먼 베이	Scammon Bay
eng to kor	Friendswood	프렌즈우드
kor to eng	프렌즈우드	Friendswood
eng to kor	MUX	먹스
kor to eng	먹스	MUX
eng to kor	fiber optics	파이버옵틱스
kor to eng	파이버옵틱스	fiber optics
eng to kor	LaCrosse	라크로스
kor to eng	라크로스	LaCrosse
eng to kor	AAM	에이에이엠
kor to eng	에이에이엠	AAM
eng to kor	air dome	에어돔
kor to eng	에어돔	air dome
eng to kor	Miami Dolphins	마이애미 돌핀스
kor to eng	마이애미 돌핀스	Miami Dolphins
eng to kor	Kappa	카파
kor to eng	카파	Kappa
eng to kor	Duvalier	뒤발리에
kor to eng	뒤발리에	Duvalier
eng to kor	cost inflation	코스트인플레이션
kor to eng	코스트인플레이션	cost inflation
eng to kor	Lost River	로스트 리버
kor to eng	로스트 리버	Lost River
eng to kor	Wales	웨일스
kor to eng	웨일스	Wales
eng to kor	Kinston	킨스턴
kor to eng	킨스턴	Kinston
eng to kor	superstar	슈퍼스타
kor to eng	슈퍼스타	superstar
eng to kor	Sandoval County	산도발 카운티
kor to eng	산도발 카운티	Sandoval County
eng to kor	Collinwood	콜린우드
kor to eng	콜린우드	Collinwood
eng to kor	Claude Simon	클로드 시몽
kor to eng	클로드 시몽	Claude Simon
eng to kor	pudding	푸딩
kor to eng	푸딩	pudding
eng to kor	massaga	마사지
kor to eng	마사지	massaga
eng to kor	creek	크리크
kor to eng	크리크	creek
eng to kor	washer	와셔
kor to eng	와셔	washer
eng to kor	Bouton	보턴
kor to eng	보턴	Bouton
eng to kor	Perris	페리스
kor to eng	페리스	Perris
eng to kor	Phippsburg	핍스버그
kor to eng	핍스버그	Phippsburg
eng to kor	Wister	위스터
kor to eng	위스터	Wister
eng to kor	Scott Richmond	스콧 리치먼드
kor to eng	스콧 리치먼드	Scott Richmond
eng to kor	valve	밸브
kor to eng	밸브	valve
eng to kor	Acton	액턴
kor to eng	액턴	Acton
eng to kor	Miyazaki	미야자키
kor to eng	미야자키	Miyazaki
eng to kor	Whitfield County	휘트필드 카운티
kor to eng	휘트필드 카운티	Whitfield County
eng to kor	Pupin	푸핀
kor to eng	푸핀	Pupin
eng to kor	Canby	캔비
kor to eng	캔비	Canby
eng to kor	Grandal	그란달
kor to eng	그란달	Grandal
eng to kor	Keswick	케스윅
kor to eng	케스윅	Keswick
eng to kor	troche	트로키
kor to eng	트로키	troche
eng to kor	Deva	데바
kor to eng	데바	Deva
eng to kor	Tupelo	투펠로
kor to eng	투펠로	Tupelo
eng to kor	Schuyler	스카일러
kor to eng	스카일러	Schuyler
eng to kor	New Athens	뉴애선스
kor to eng	뉴애선스	New Athens
eng to kor	'Ubaid	우바이드
kor to eng	우바이드	'Ubaid
eng to kor	Michael Bishop	마이클 비숍
kor to eng	마이클 비숍	Michael Bishop
eng to kor	Harding County	하딩 카운티
kor to eng	하딩 카운티	Harding County
eng to kor	glyceride	글리세리드
kor to eng	글리세리드	glyceride
eng to kor	Grover	그로버
kor to eng	그로버	Grover
eng to kor	Midland City	미드랜드시티
kor to eng	미드랜드시티	Midland City
eng to kor	Martindale	마틴데일
kor to eng	마틴데일	Martindale
eng to kor	Lindale	린데일
kor to eng	린데일	Lindale
eng to kor	Riverton	리버턴
kor to eng	리버턴	Riverton
eng to kor	Emanuel	이매뉴얼
kor to eng	이매뉴얼	Emanuel
eng to kor	Pig	피그
kor to eng	피그	Pig
eng to kor	Watt	와트
kor to eng	와트	Watt
eng to kor	Center	센터
kor to eng	센터	Center
eng to kor	foundation	파운데이션
kor to eng	파운데이션	foundation
eng to kor	Florahome	플로라홈
kor to eng	플로라홈	Florahome
eng to kor	Mill Valley	밀 밸리
kor to eng	밀 밸리	Mill Valley
eng to kor	Muawiyah	무아위야
kor to eng	무아위야	Muawiyah
eng to kor	Hakodate	하코다테
kor to eng	하코다테	Hakodate
eng to kor	ounce	온스
kor to eng	온스	ounce
eng to kor	glove	글러브
kor to eng	글러브	glove
eng to kor	Rio	리오
kor to eng	리오	Rio
eng to kor	Hillisburg	힐스버그
kor to eng	힐스버그	Hillisburg
eng to kor	Raymond	레이먼드
kor to eng	레이먼드	Raymond
eng to kor	Mystic	미스틱
kor to eng	미스틱	Mystic
eng to kor	Edinburgh	에딘버그
kor to eng	에딘버그	Edinburgh
eng to kor	Manitowoc	매니토웍
kor to eng	매니토웍	Manitowoc
eng to kor	Biddeford	비드퍼드
kor to eng	비드퍼드	Biddeford
eng to kor	Markle	마클
kor to eng	마클	Markle
eng to kor	Plano	플레이노
kor to eng	플레이노	Plano
eng to kor	radiometer	라디오미터
kor to eng	라디오미터	radiometer
eng to kor	Cuba Street	쿠바스트리트
kor to eng	쿠바스트리트	Cuba Street
eng to kor	Dalcroze	달크로즈
kor to eng	달크로즈	Dalcroze
eng to kor	right back	라이트백
kor to eng	라이트백	right back
eng to kor	Heber	히버
kor to eng	히버	Heber
eng to kor	Sullivan County	설리번 카운티
kor to eng	설리번 카운티	Sullivan County
eng to kor	Santa Fe	산타 페
kor to eng	산타 페	Santa Fe
eng to kor	Elmwood	엘름우드
kor to eng	엘름우드	Elmwood
eng to kor	Erie	이리
kor to eng	이리	Erie
eng to kor	Abbott	애벗
kor to eng	애벗	Abbott
eng to kor	Groton	그로턴
kor to eng	그로턴	Groton
eng to kor	Columbia	컬럼비아
kor to eng	컬럼비아	Columbia
eng to kor	Dickinson	디킨슨
kor to eng	디킨슨	Dickinson
eng to kor	Rhodes	로즈
kor to eng	로즈	Rhodes
eng to kor	hump	험프
kor to eng	험프	hump
eng to kor	Cleveland County	클리블랜드 카운티
kor to eng	클리블랜드 카운티	Cleveland County
eng to kor	Piazzetta	피아체타
kor to eng	피아체타	Piazzetta
eng to kor	McCarthy	매카시
kor to eng	매카시	McCarthy
eng to kor	Bauxite	보크사이트
kor to eng	보크사이트	Bauxite
eng to kor	Woolsey	울지
kor to eng	울지	Woolsey
eng to kor	Conran	콘란
kor to eng	콘란	Conran
eng to kor	Giamatti	지어마티
kor to eng	지어마티	Giamatti
eng to kor	Arnhem Land	아넘랜드
kor to eng	아넘랜드	Arnhem Land
eng to kor	Chillicothe	칠리코시
kor to eng	칠리코시	Chillicothe
eng to kor	Castro	카스트로
kor to eng	카스트로	Castro
eng to kor	Daniel	대니얼
kor to eng	대니얼	Daniel
eng to kor	ERP	이아르피
kor to eng	이아르피	ERP
eng to kor	Cass County	캐스 카운티
kor to eng	캐스 카운티	Cass County
eng to kor	Buena Vista	부에나 비스타
kor to eng	부에나 비스타	Buena Vista
eng to kor	Bumpus Mills	범퍼스밀스
kor to eng	범퍼스밀스	Bumpus Mills
eng to kor	chipping	치핑
kor to eng	치핑	chipping
eng to kor	Pittston	피츠턴
kor to eng	피츠턴	Pittston
eng to kor	Carbon County	카본 카운티
kor to eng	카본 카운티	Carbon County
eng to kor	Borstal system	보스틀시스템
kor to eng	보스틀시스템	Borstal system
eng to kor	Trinidad	트리니다드
kor to eng	트리니다드	Trinidad
eng to kor	Mammoth	매머드
kor to eng	매머드	Mammoth
eng to kor	Bippus	비퍼스
kor to eng	비퍼스	Bippus
eng to kor	Portage County	포티지 카운티
kor to eng	포티지 카운티	Portage County
eng to kor	Lachlan Renshaw	라클런 렌쇼
kor to eng	라클런 렌쇼	Lachlan Renshaw
eng to kor	Sam	샘
kor to eng	샘	Sam
eng to kor	Roseville	로즈빌
kor to eng	로즈빌	Roseville
eng to kor	Shaun van Rooyen	숀 밴 루옌
kor to eng	숀 밴 루옌	Shaun van Rooyen
eng to kor	Pecan Island	피컨 아일랜드
kor to eng	피컨 아일랜드	Pecan Island
eng to kor	Grisi	그리지
kor to eng	그리지	Grisi
eng to kor	Crestwood	크레스트우드
kor to eng	크레스트우드	Crestwood
eng to kor	Code Red	코드레드
kor to eng	코드레드	Code Red
eng to kor	Eden Valley	에덴 밸리
kor to eng	에덴 밸리	Eden Valley
eng to kor	Marlene	마를레네
kor to eng	마를레네	Marlene
eng to kor	Emery	에머리
kor to eng	에머리	Emery
eng to kor	Meadowview Estates	메도우뷰 에스테이츠
kor to eng	메도우뷰 에스테이츠	Meadowview Estates
eng to kor	peroxysome	페르옥시솜
kor to eng	페르옥시솜	peroxysome
eng to kor	Randlett	랜들릿
kor to eng	랜들릿	Randlett
eng to kor	Haverhill	해버힐
kor to eng	해버힐	Haverhill
eng to kor	knock	노크
kor to eng	노크	knock
eng to kor	Big Bone	빅 본
kor to eng	빅 본	Big Bone
eng to kor	stop	스톱
kor to eng	스톱	stop
eng to kor	Zarephath	제어패스
kor to eng	제어패스	Zarephath
eng to kor	Central City	센트럴시티
kor to eng	센트럴시티	Central City
eng to kor	kickball	킥볼
kor to eng	킥볼	kickball
eng to kor	Ohio	오하이오
kor to eng	오하이오	Ohio
eng to kor	Baneberry	베인베리
kor to eng	베인베리	Baneberry
eng to kor	Boring	보링
kor to eng	보링	Boring
eng to kor	tartan	타탄
kor to eng	타탄	tartan
eng to kor	El Dara	엘다라
kor to eng	엘다라	El Dara
eng to kor	EP hormone	이피 호르몬
kor to eng	이피 호르몬	EP hormone
eng to kor	short coat	쇼트코트
kor to eng	쇼트코트	short coat
eng to kor	key point	키포인트
kor to eng	키포인트	key point
eng to kor	Teniers	테니르스
kor to eng	테니르스	Teniers
eng to kor	approach	어프로치
kor to eng	어프로치	approach
eng to kor	Tom	톰
kor to eng	톰	Tom
eng to kor	Bedford County	베드퍼드 카운티
kor to eng	베드퍼드 카운티	Bedford County
eng to kor	Satsuma	샛수마
kor to eng	샛수마	Satsuma
eng to kor	Finlandia	핀란디아
kor to eng	핀란디아	Finlandia
eng to kor	drum machine	드럼머신
kor to eng	드럼머신	drum machine
eng to kor	shoulder pass	숄더패스
kor to eng	숄더패스	shoulder pass
eng to kor	Haney	해니
kor to eng	해니	Haney
eng to kor	Mohler	몰러
kor to eng	몰러	Mohler
eng to kor	Cass	캐스
kor to eng	캐스	Cass
eng to kor	Ibn Rushd	이븐루시드
kor to eng	이븐루시드	Ibn Rushd
eng to kor	Patricia	퍼트리샤
kor to eng	퍼트리샤	Patricia
eng to kor	Grin	그린
kor to eng	그린	Grin
eng to kor	Ricky	리키
kor to eng	리키	Ricky
eng to kor	Wells County	웰스 카운티
kor to eng	웰스 카운티	Wells County
eng to kor	Clallam Bay	클랠럼 베이
kor to eng	클랠럼 베이	Clallam Bay
eng to kor	Chloe	클로에
kor to eng	클로에	Chloe
eng to kor	selfi	셀피
kor to eng	셀피	selfi
eng to kor	Fernley	펀리
kor to eng	펀리	Fernley
eng to kor	Gregorka	그리고카
kor to eng	그리고카	Gregorka
eng to kor	Laredo	러레이도
kor to eng	러레이도	Laredo
eng to kor	Mountain View	마운틴뷰
kor to eng	마운틴뷰	Mountain View
eng to kor	coaching staff	코칭스태프
kor to eng	코칭스태프	coaching staff
eng to kor	Crichton	크라이턴
kor to eng	크라이턴	Crichton
eng to kor	can	캔
kor to eng	캔	can
eng to kor	Titchener	티치너
kor to eng	티치너	Titchener
eng to kor	capitalism	캐피탈리즘
kor to eng	캐피탈리즘	capitalism
eng to kor	LaMoure County	라무르 카운티
kor to eng	라무르 카운티	LaMoure County
eng to kor	Litchfield	리치필드
kor to eng	리치필드	Litchfield
eng to kor	Berrytown	베리타운
kor to eng	베리타운	Berrytown
eng to kor	Kempis	켐피스
kor to eng	켐피스	Kempis
eng to kor	Berlin	베를린
kor to eng	베를린	Berlin
eng to kor	Beardstown	비어즈타운
kor to eng	비어즈타운	Beardstown
eng to kor	Vitoria	비토리아
kor to eng	비토리아	Vitoria
eng to kor	Alamogordo	앨라모고도
kor to eng	앨라모고도	Alamogordo
eng to kor	high-key tone	하이키톤
kor to eng	하이키톤	high-key tone
eng to kor	Red Lake Falls	레드 레이크 폴스
kor to eng	레드 레이크 폴스	Red Lake Falls
eng to kor	Taos	타오스
kor to eng	타오스	Taos
eng to kor	circular skirt	서큘러스커트
kor to eng	서큘러스커트	circular skirt
eng to kor	swordfish	소드피시
kor to eng	소드피시	swordfish
eng to kor	velvet	벨벳
kor to eng	벨벳	velvet
eng to kor	end line	엔드라인
kor to eng	엔드라인	end line
eng to kor	Salvatore Quasimodo	살바토레 콰시모도
kor to eng	살바토레 콰시모도	Salvatore Quasimodo
eng to kor	scoring	스코어링
kor to eng	스코어링	scoring
eng to kor	Lilongwe	릴롱궤
kor to eng	릴롱궤	Lilongwe
eng to kor	Gardiner	가디너
kor to eng	가디너	Gardiner
eng to kor	Kincheloe	킨치로이
kor to eng	킨치로이	Kincheloe
eng to kor	Steven	스티븐
kor to eng	스티븐	Steven
eng to kor	Earle	얼
kor to eng	얼	Earle
eng to kor	Millerton	밀러턴
kor to eng	밀러턴	Millerton
eng to kor	Seminole	세미놀
kor to eng	세미놀	Seminole
eng to kor	Alan J	앨런
kor to eng	앨런	Alan J
eng to kor	pop	팝
kor to eng	팝	pop
eng to kor	albuminoid	알부미노이드
kor to eng	알부미노이드	albuminoid
eng to kor	Dobbin	도빈
kor to eng	도빈	Dobbin
eng to kor	Aelfric	앨프릭
kor to eng	앨프릭	Aelfric
eng to kor	Turner	터너
kor to eng	터너	Turner
eng to kor	Fayetteville	페이엇빌
kor to eng	페이엇빌	Fayetteville
eng to kor	Dryden	드라이든
kor to eng	드라이든	Dryden
eng to kor	Garden County	가든 카운티
kor to eng	가든 카운티	Garden County
eng to kor	Grid	그리드
kor to eng	그리드	Grid
eng to kor	Nason	네이슨
kor to eng	네이슨	Nason
eng to kor	Harlem	할렘
kor to eng	할렘	Harlem
eng to kor	Mason City	메이슨시티
kor to eng	메이슨시티	Mason City
eng to kor	Amen	아멘
kor to eng	아멘	Amen
eng to kor	Blunt	블런트
kor to eng	블런트	Blunt
eng to kor	College Ward	칼리지워드
kor to eng	칼리지워드	College Ward
eng to kor	NIKI	니키
kor to eng	니키	NIKI
eng to kor	Chevrolet	쉐보레
kor to eng	쉐보레	Chevrolet
eng to kor	Attica	애티카
kor to eng	애티카	Attica
eng to kor	Spalding County	스폴딩 카운티
kor to eng	스폴딩 카운티	Spalding County
eng to kor	helicity	헬리시티
kor to eng	헬리시티	helicity
eng to kor	Il'in	일린
kor to eng	일린	Il'in
eng to kor	Willow	윌로우
kor to eng	윌로우	Willow
eng to kor	guidebook	가이드북
kor to eng	가이드북	guidebook
eng to kor	Spring Park	스프링파크
kor to eng	스프링파크	Spring Park
eng to kor	episode	에피소드
kor to eng	에피소드	episode
eng to kor	Barton County	바턴 카운티
kor to eng	바턴 카운티	Barton County
eng to kor	spectroheliograph	스펙트로헬리오그래프
kor to eng	스펙트로헬리오그래프	spectroheliograph
eng to kor	disco	디스코
kor to eng	디스코	disco
eng to kor	Holcombe	홀콤
kor to eng	홀콤	Holcombe
eng to kor	Chelan County	첼랜 카운티
kor to eng	첼랜 카운티	Chelan County
eng to kor	contents	콘텐츠
kor to eng	콘텐츠	contents
eng to kor	Wendell	웬들
kor to eng	웬들	Wendell
eng to kor	health club	헬스클럽
kor to eng	헬스클럽	health club
eng to kor	Amity	아미티
kor to eng	아미티	Amity
eng to kor	Thomas	토머스
kor to eng	토머스	Thomas
eng to kor	Crabapple	크래브애플
kor to eng	크래브애플	Crabapple
eng to kor	Mary	메리
kor to eng	메리	Mary
eng to kor	Delaware	델라웨어
kor to eng	델라웨어	Delaware
eng to kor	Logan County	로건 카운티
kor to eng	로건 카운티	Logan County
eng to kor	Boeing	보잉
kor to eng	보잉	Boeing
eng to kor	Toronto	토론토
kor to eng	토론토	Toronto
eng to kor	Paul	폴
kor to eng	폴	Paul
eng to kor	Hartwick	하트윅
kor to eng	하트윅	Hartwick
eng to kor	cobalt	코발트
kor to eng	코발트	cobalt
eng to kor	Armuchee	아머치
kor to eng	아머치	Armuchee
eng to kor	Ross	로스
kor to eng	로스	Ross
eng to kor	Bernard de Clairvaux	베르나르 드 클레르보
kor to eng	베르나르 드 클레르보	Bernard de Clairvaux
